"message","label_model","correct_label","measure"
"You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.","0","0","TN"
"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...","0","0","TN"
"Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?","0","0","TN"
"Its worse if if uses half way then stops. Its better for him to complete it.","0","0","TN"
"Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.","0","0","TN"
"Send me the new number","0","0","TN"
"Convey my regards to him","0","0","TN"
"Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow","1","1","TP"
"2 and half years i missed your friendship:-)","0","0","TN"
"I cant pick the phone right now. Pls send a message","0","0","TN"
"Oh for fuck's sake she's in like tallahassee","0","0","TN"
"Haha, that was the first person I was gonna ask","0","0","TN"
"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18","1","1","TP"
"Taka lor. Wat time u wan 2 come n look 4 us?","0","0","TN"
"* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw","1","1","TP"
"\I;m reaching in another 2 stops.\""""","0","0","TN"
"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?","0","0","TN"
"Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers","1","1","TP"
"Will you come online today night","0","0","TN"
"Then anything special?","0","0","TN"
"I'm in solihull, | do you want anything?","0","0","TN"
"Will do. Have a good day","0","0","TN"
"WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE","0","0","TN"
"Love that holiday Monday feeling even if I have to go to the dentists in an hour","0","0","TN"
"I am on the way to tirupur.","0","0","TN"
"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.","0","1","FN"
"You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.","0","0","TN"
"We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! ","0","0","TN"
"Just dropped em off, omw back now","0","0","TN"
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate","1","1","TP"
"Sitting in mu waiting for everyone to get out of my suite so I can take a shower","0","0","TN"
"Re your call; You didn't see my facebook huh?","1","0","FP"
"G says you never answer your texts, confirm/deny","0","0","TN"
"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.","0","0","TN"
"Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.","1","0","FP"
"Oh yah... We never cancel leh... Haha ","0","0","TN"
"We can go 4 e normal pilates after our intro...  ","0","0","TN"
"Ok... Let u noe when i leave my house.","0","0","TN"
"Oh yes, why is it like torture watching england?","0","0","TN"
"Wanna do some art?! :D","0","0","TN"
"Just hopeing that wasn‰Û÷t too pissed up to remember and has gone off to his sisters or something!","0","0","TN"
"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!","1","1","TP"
"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service","1","1","TP"
"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?","0","0","TN"
"Match started.india  &lt;#&gt;  for 2","0","0","TN"
"Once free call me sir.","1","0","FP"
"Hey do you want anything to buy:)","0","0","TN"
"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?","0","0","TN"
"K..k.:)congratulation ..","0","0","TN"
"G wants to know where the fuck you are","0","0","TN"
"No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x","0","0","TN"
"Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.","0","0","TN"
"ÌÏ go home liao? Ask dad to pick me up at 6...","0","0","TN"
"Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?","0","0","TN"
"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...","0","0","TN"
"Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.","0","0","TN"
"Wrong phone! This phone! I answer this one but assume the other is people i don't well","0","0","TN"
"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill","0","0","TN"
"I'm already back home so no probably not","0","0","TN"
"Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!","1","1","TP"
"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...","0","1","FN"
"I am in bus on the way to calicut","0","0","TN"
"Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night","1","0","FP"
"hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx","0","0","TN"
"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.","1","1","TP"
"I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!","0","0","TN"
"U coming back 4 dinner rite? Dad ask me so i re confirm wif u...","0","0","TN"
"Doing my masters. When will you buy a bb cos i have for sale and how's bf","0","0","TN"
"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.","0","0","TN"
"I'm vivek:)i got call from your number.","0","0","TN"
"Why didn't u call on your lunch?","0","0","TN"
"What i mean was i left too early to check, cos i'm working a 9-6.","0","0","TN"
"I want  &lt;#&gt;  rs da:)do you have it?","0","0","TN"
"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND","0","0","TN"
"Yup ok...","0","0","TN"
"I want to see your pretty pussy...","0","0","TN"
"Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp","1","1","TP"
"A few people are at the game, I'm at the mall with iouri and kaila","0","0","TN"
"URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only","1","1","TP"
"You can donate å£2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. å£2.50 will be added to your next bill","1","1","TP"
"Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.","0","0","TN"
"I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time","0","0","TN"
"We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that","0","0","TN"
"Hey come online! Use msn... We are all there","0","0","TN"
"I'm fine. Hope you are good. Do take care.","0","0","TN"
"Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.","0","0","TN"
"Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?","0","0","TN"
"Yar... I tot u knew dis would happen long ago already.","0","0","TN"
"You are gorgeous! keep those pix cumming :) thank you!","0","0","TN"
"A boy was late 2 home. His father: \POWER OF FRNDSHIP\""""","0","0","TN"
"JADE ITS PAUL. Y DIDNåÕT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME","1","0","FP"
"Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :)","0","0","TN"
"So what u doing today?","0","0","TN"
"I said its okay. Sorry","0","0","TN"
"Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous","0","0","TN"
"Networking job is there.","0","0","TN"
"goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468","1","1","TP"
"Dont let studying stress you out. L8r.","0","0","TN"
"That's y u haf 2 keep me busy...","0","0","TN"
"No rushing. I'm not working. I'm in school so if we rush we go hungry.","0","0","TN"
"Which channel:-):-):):-).","0","0","TN"
"So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!","0","0","TN"
"Phony å£350 award - Todays Voda numbers ending XXXX are selected to receive a å£350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app","1","1","TP"
"We made it! Eta at taunton is 12:30 as planned, hope that‰Û÷s still okday?! Good to see you! :-xx","0","0","TN"
"I'm hungry buy smth home...","0","0","TN"
"\HEY KATE","0","0","TN"
"My drive can only be read. I need to write","0","0","TN"
"Just looked it up and addie goes back Monday, sucks to be her","0","0","TN"
"Happy new year. Hope you are having a good semester","0","0","TN"
"Esplanade lor. Where else...","0","0","TN"
"Can you talk with me..","0","0","TN"
"Hmph. Go head, big baller.","0","0","TN"
"Well its not like you actually called someone a punto. That woulda been worse.","0","0","TN"
"Nope. Since ayo travelled, he has forgotten his guy","0","0","TN"
"You still around? Looking to pick up later","0","0","TN"
"CDs 4u: Congratulations ur awarded å£500 of CD gift vouchers or å£125 gift guaranteed & Freeentry 2 å£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ","1","1","TP"
"There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.","0","0","TN"
"Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ","0","0","TN"
"ILL B DOWN SOON","0","0","TN"
"Oh k. . I will come tomorrow","0","0","TN"
"Go fool dont cheat others ok","0","0","TN"
"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar","0","0","TN"
"By the way, 'rencontre' is to meet again. Mountains dont....","0","0","TN"
"You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p","1","1","TP"
"U attend ur driving lesson how many times a wk n which day?","0","0","TN"
"Uncle G, just checking up on you. Do have a rewarding month","0","0","TN"
"Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*","0","0","TN"
"I think the other two still need to get cash but we can def be ready by 9","0","0","TN"
"Hey gals...U all wanna meet 4 dinner at nÌÂte? ","0","0","TN"
"Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs","1","1","TP"
"Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?","0","0","TN"
"Great! How is the office today?","0","0","TN"
"It's cool, we can last a little while. Getting more any time soon?","0","0","TN"
":-( sad puppy noise","0","0","TN"
"Yes its possible but dint try. Pls dont tell to any one k","0","0","TN"
"Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota","0","0","TN"
"Where you. What happen","0","0","TN"
"I was gonna ask you lol but i think its at 7","0","0","TN"
"Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL","1","1","TP"
"PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04","1","1","TP"
"Go chase after her and run her over while she's crossing the street","0","0","TN"
"I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate)","1","1","TP"
"Is there coming friday is leave for pongal?do you get any news from your work place.","0","0","TN"
"Hey... Very inconvenient for your sis a not huh?","0","0","TN"
"Ok i vl..do u know i got adsense approved..","0","0","TN"
"* Was really good to see you the other day dudette, been missing you!","0","0","TN"
"I want to go to perumbavoor","0","0","TN"
"How many times i told in the stage all use to laugh. You not listen aha.","0","0","TN"
"You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt","1","1","TP"
"(You didn't hear it from me)","0","0","TN"
"Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.","0","0","TN"
"Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.","0","0","TN"
"Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468","1","1","TP"
"She ran off with a younger man. we will make pretty babies together :)","0","0","TN"
"Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.","1","1","TP"
"O ic lol. Should play 9 doors sometime yo","0","0","TN"
"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...","0","0","TN"
"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us","1","0","FP"
"Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.","0","0","TN"
"Hmmm.still we dont have opener?","0","0","TN"
"Yeah so basically any time next week you can get away from your mom &amp; get up before 3","0","0","TN"
"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM","0","0","TN"
"I will vote for wherever my heart guides me","0","0","TN"
"With my sis lor... We juz watched italian job.","0","0","TN"
"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...","0","0","TN"
"Lmao you know me so well...","0","0","TN"
"Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56","1","1","TP"
"Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?","0","0","TN"
"Goodnight da thangam I really miss u dear.","0","0","TN"
"Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free","0","0","TN"
"Geeeee ... Your internet is really bad today, eh ?","0","0","TN"
"Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674","1","1","TP"
"I think i am disturbing her da","0","0","TN"
"Sorry, I'll call you  later. I am in meeting sir.","0","0","TN"
"Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?","0","0","TN"
"Ok i also wan 2 watch e 9 pm show...","0","0","TN"
"I dunno lei... Like dun haf...","0","0","TN"
"But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.","0","0","TN"
"I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.","1","0","FP"
"83039 62735=å£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ","1","1","TP"
"Talk to g and x about that","0","0","TN"
"Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju)","0","0","TN"
"5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.","1","1","TP"
"As in different styles?","0","0","TN"
"WIN a å£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 å£1.50perweeksub.","1","1","TP"
"Gud ni8 dear..slp well..take care..swt dreams..Muah..","0","0","TN"
"I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts","0","0","TN"
"This is the 2nd attempt to contract U, you have won this weeks top prize of either å£1000 cash or å£200 prize. Just call 09066361921","1","1","TP"
"Well, i'm glad you didn't find it totally disagreeable ... Lol","0","0","TN"
"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.","1","0","FP"
"Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.","1","1","TP"
"Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.","0","0","TN"
"\Keep ur problems in ur heart","0","0","TN"
"Yeah, give me a call if you've got a minute","0","0","TN"
"\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS åÐ FUCKINNICE!SELFISH","0","0","TN"
"Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-)","0","0","TN"
"Aiya we discuss later lar... Pick Ì_ up at 4 is it?","0","0","TN"
"Hey happy birthday...","0","0","TN"
"Sorry i missed your call. Can you please call back.","1","0","FP"
"Omg if its not one thing its another. My cat has worms :/ when does this bad day end?","0","0","TN"
"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.","0","0","TN"
"I wont do anything de.","0","0","TN"
"What type of stuff do you sing?","0","0","TN"
"St andre, virgil's cream","0","0","TN"
"No no. I will check all rooms befor activities","0","0","TN"
"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...","0","0","TN"
"Gokila is talking with you aha:)","0","0","TN"
"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.","1","0","FP"
"K.k.this month kotees birthday know?","0","0","TN"
"But i'm really really broke oh. No amount is too small even  &lt;#&gt; ","0","0","TN"
"Sorry about that this is my mates phone and i didnt write it love Kate","0","0","TN"
"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!","1","1","TP"
"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.","0","0","TN"
"Aight, call me once you're close","1","0","FP"
"Nope thats fine. I might have a nap tho! ","0","0","TN"
"This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com","1","1","TP"
"In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ","0","0","TN"
"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""","0","0","TN"
"I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob","0","0","TN"
"Ding me on ya break fassyole! Blacko from londn","0","0","TN"
"I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA","0","0","TN"
"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL","0","0","TN"
"Oh you got many responsibilities.","0","0","TN"
"You have 1 new message. Please call 08715205273","1","1","TP"
"I've reached sch already...","0","0","TN"
"December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ","1","1","TP"
"U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?","0","0","TN"
"Argh why the fuck is nobody in town ;_;","0","0","TN"
"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.","1","1","TP"
"Thanks. Fills me with complete calm and reassurance! ","0","0","TN"
"Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....","0","0","TN"
"Are you driving or training?","0","0","TN"
"Lol for real. She told my dad I have cancer","0","0","TN"
"PRIVATE! Your 2003 Account Statement for 078","0","1","FN"
"Oops I did have it,  &lt;#&gt; ?","0","0","TN"
"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\""""","0","0","TN"
"Hi Chikku, send some nice msgs","0","0","TN"
"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary","0","0","TN"
"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...","0","0","TN"
"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola","0","0","TN"
"Cuz ibored. And don wanna study","0","0","TN"
"Wot about on wed nite I am 3 then but only til 9!","0","0","TN"
"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....","0","0","TN"
"Any way where are you and what doing.","0","0","TN"
"That sucks. I'll go over so u can do my hair. You'll do it free right?","0","0","TN"
"it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ","0","0","TN"
"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.","0","0","TN"
"Sday only joined.so training we started today:)","0","0","TN"
"Sorry * was at the grocers.","0","0","TN"
"There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?","0","0","TN"
"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins","1","1","TP"
"Yup... I havent been there before... You want to go for the yoga? I can call up to book ","1","0","FP"
"Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.","0","0","TN"
"Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.","0","0","TN"
"FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone","1","1","TP"
"Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.","0","0","TN"
"Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate","0","0","TN"
"I'm in office now da:)where are you?","0","0","TN"
"Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...","0","0","TN"
"Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.","0","0","TN"
"Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk","1","1","TP"
"K..then come wenever u lik to come and also tel vikky to come by getting free time..:-)","0","0","TN"
"Pls call me da. What happen.","0","0","TN"
"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)","1","0","FP"
"No problem with the renewal. I.ll do it right away but i dont know his details.","0","0","TN"
"Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.","0","0","TN"
"Haven't left yet so probably gonna be here til dinner","0","0","TN"
"Like  &lt;#&gt; , same question","0","0","TN"
"MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY","0","0","TN"
"Sir, I need Velusamy sir's date of birth and company bank facilities details.","0","0","TN"
"K k:) sms chat with me.","0","0","TN"
"I will come with karnan car. Please wait till 6pm will directly goto doctor.","0","0","TN"
"No but the bluray player can","0","0","TN"
"Ok... Then r we meeting later?","0","0","TN"
"Lol no. I just need to cash in my nitros. Hurry come on before I crash out!","0","0","TN"
"Just send a text. We'll skype later.","0","0","TN"
"Ok leave no need to ask","0","0","TN"
"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p","1","1","TP"
"ÌÏ still got lessons?  ÌÏ in sch?","0","0","TN"
"Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.","0","0","TN"
"Oh did you charge camera","0","0","TN"
"I‰Û÷ve got some salt, you can rub it in my open wounds if you like!","0","0","TN"
"Now i'm going for lunch.","0","0","TN"
"I'm in school now n i'll be in da lab doing some stuff give me a call when Ì_ r done.","0","0","TN"
"Oh k. . I will come tomorrow","0","0","TN"
"Aight, text me tonight and we'll see what's up","0","0","TN"
"U 2.","0","0","TN"
"Water logging in desert. Geoenvironmental implications.","0","0","TN"
"Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.","0","0","TN"
"Company is very good.environment is terrific and food is really nice:)","0","0","TN"
"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ","0","0","TN"
"SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!","1","1","TP"
"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ","0","0","TN"
"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*","0","0","TN"
"K sure am in my relatives home. Sms me de. Pls:-)","0","0","TN"
"I sent them. Do you like?","0","0","TN"
"Fuuuuck I need to stop sleepin, sup","0","0","TN"
"I'm in town now so i'll jus take mrt down later.","0","0","TN"
"I just cooked a rather nice salmon a la you","0","0","TN"
"I uploaded mine to Facebook","0","0","TN"
"WHAT TIME U WRKIN?","0","0","TN"
"Okie","0","0","TN"
"ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+","1","1","TP"
"Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP","1","1","TP"
"Sorry, I'll call later","0","0","TN"
"Oh oh... Den muz change plan liao... Go back have to yan jiu again...","0","0","TN"
"It's wylie, you in tampa or sarasota?","0","0","TN"
"Ok... Take ur time n enjoy ur dinner...","0","0","TN"
"Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.","0","0","TN"
"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ","1","1","TP"
"I like cheap! But i‰Û÷m happy to splash out on the wine if it makes you feel better..","0","0","TN"
"She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.","0","0","TN"
"Ugh my leg hurts. Musta overdid it on mon.","0","0","TN"
"Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk","1","1","TP"
